code;libelle;niveau;code_parent;code_famille;libelle_famille;section;categorie_principale;categorie_metier;profil_formulaire;ordre_affichage
601.159;Liquide lave glace;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601159
601.160;Liquide refroidissement;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601160
601.161;Vidange liquide;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601161
601.162;Ticket;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601162
601.163;Timbre;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601163
601.164;Autres valeurs inactives;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601164
601.165;Déclaration de recette;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601165
601.166;Journal à souche;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601166
601.167;Dictionnaire;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601167
601.168;Journal presse écrite;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601168
601.169;Amuse-gueule en bouteille;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601169
601.170;Arômes;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601170
601.171;Boisson en canettes / bouteille plastique;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601171
601.172;Boisson-Jus;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601172
601.173;Boisson-eau;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601173
601.174;Beurre;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601174
601.175;Cacao en poudre;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601175
601.177;Céréales (Maïs, Mil, Sorgho, Riz, etc.);ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601177
601.178;Conserve (sardine, corned-beef, tomate, etc.);ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601178
601.179;Huile;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601179
601.180;Lait;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601180
601.181;Liqueur;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601181
601.182;Mayonnaise;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601182
601.183;Olives;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601183
601.184;Œufs;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601184
601.185;Poissons frais;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601185
601.186;Rehausseur de goût (cube);ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601186
601.187;Pâte alimentaire;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601187
601.188;Viande (bœuf, mouton, etc.);ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601188
601.189;Sucre en morceau;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601189
601.190;Sucre en poudre;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601190
601.191;Moutarde;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601191
601.192;Engrais;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601192
601.193;Semence en graines;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601193
601.194;Semence en plantes;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601194
601.195;Blé;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601195
601.196;Fonio;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601196
601.197;Maïs;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601197
601.198;Riz;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601198
601.199;Sorgho;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601199
601.200;Autres matières, matériel et fournitures stockables;ARTICLE;601;601;MATIERES, MATERIELS ET FOURNITURES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;601200
605.001;Gaz;ARTICLE;605;605;EAU, ELECTRICITE, GAZ ET AUTRES SOURCES D?ENERGIE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;605001
605.099;Autres sources d’énergie;ARTICLE;605;605;EAU, ELECTRICITE, GAZ ET AUTRES SOURCES D?ENERGIE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;605099
606;MATERIELS ET FOURNITURES SPECIFIQUES;FAMILLE;;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606
606.001;Alcool;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606001
606.002;Anuscope;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606002
606.004;Bassin de lit;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606004
606.005;Blouse;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606005
606.006;Bock à lavement pic avec canules rectale et vaginale;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606006
606.007;Ciseaux;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606007
606.008;Compresse (stérile ou non);ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606008
606.009;Coton;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606009
606.010;Crachoir;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606010
606.011;Désinfection des instruments médicaux;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606011
606.012;Désinfection des surfaces et des sols;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606012
606.013;Désinfection du linge;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606013
606.014;Désinfection par voie aérienne;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606014
606.015;Lingette nettoyante et désinfectante;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606015
606.016;Distributeur de savon, de gel;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606016
606.017;Gant;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606017
606.018;Marteaux à reflexe;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606018
606.019;Masque médicaux ou chirurgicaux;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606019
606.020;Pansement;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606020
606.021;Pince;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606021
606.022;Plateaux;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606022
606.023;Seringue;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606023
606.024;Sonde;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606024
606.025;Sparadrap;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606025
606.026;Spray, tampons, sérum physiologique;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606026
606.027;Tablier;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606027
606.028;Urinal femme et homme;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606028
606.029;Fournitures et produits médicaments et vétérinaire;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606029
606.030;Vaccins;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606030
606.031;Déparasitant;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606031
606.032;Fourniture pour la radio;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606032
606.033;fourniture pour la télévision;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606033
606.035;Boite de peinture survinil rouge;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606035
606.036;Botte;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606036
606.038;Calque satin rouleau;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606038
606.040;Canne télescopique;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606040
606.041;Casque;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606041
606.043;Chaine en acier Pythagoras;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606043
606.044;Compas de précision;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606044
606.045;Cône;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606045
606.046;Coupe-coupe;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606046
606.047;Encre de chine noir;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606047
606.048;Equerre;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606048
606.049;Essence de Térébenthine;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606049
606.051;Gilets;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606051
606.052;GPS;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606052
606.056;Marteau;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606056
606.058;Mire télescopique;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606058
606.059;Papier calque;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606059
606.060;Papier rouleau ordinaire;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606060
606.061;Plume;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606061
606.062;Plumes notring isographe;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606062
606.063;Pointe de canne;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606063
606.064;Profils en travers, par profil;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606064
606.066;Rapporteur;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606066
606.067;Réflecteur;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606067
606.068;Rouleau papier caque;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606068
606.069;Théodolite;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606069
606.070;Petits matériels pédagogiques;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606070
606.071;Fourniture de matériel technique;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606071
606.072;Fournitures de géniteurs et d’alevins;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606072
606.073;Fournitures de provendes;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606073
606.074;Fournitures de boutures racinées, cabosses de cacao;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606074
606.999;Autres matériels et fournitures spécifiques;ARTICLE;606;606;MATERIELS ET FOURNITURES SPECIFIQUES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;606999
607;ACHAT DE MARCHANDISES;FAMILLE;;607;ACHAT DE MARCHANDISES;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;607
607.001;Achat de marchandises;ARTICLE;607;607;607;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;607001
607.999;Autres achats de marchandises;ARTICLE;607;607;607;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;607999
609.999;Autres achats de biens;ARTICLE;609;609;609;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;609999
614;ENTRETIEN, REPARATION ET MAINTENANCE;FAMILLE;;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614
614.001;Produit d’entretien et maintenance des terrains, plantations, forêts et plans d’eau;ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614001
614.002;Ampoule (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614002
614.003;Applique (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614003
614.004;Arrache clou (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614004
614.005;Baguette (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614005
614.006;Baies de châssis (remplacement) (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614006
614.007;Baignoire complet (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614007
614.008;Bétonnière (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614008
614.009;Bidet simple (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614009
614.010;Bloc autonome de sécurité (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614010
614.011;Boîte de dérivation de;ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614011
614.012;Boîte étanche de;ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614012
614.013;Bouchon pvc (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614013
614.015;Burin (plat, pointu) (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614015
614.018;Cadenas de sécurité (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614018
614.019;Carreaux (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614019
614.020;Casque Opus (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614020
614.021;Chapeau d’aération de pvc (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614021
614.022;Chauffe-eau (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614022
614.023;Cheville (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614023
614.024;Cintreuse des barres d’armature (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614024
614.025;Cisaille à bêton (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614025
614.026;Clé molette (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614026
614.027;Coffret modulaire (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614027
614.028;Colle forte chaux (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614028
614.029;Collier (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614029
614.030;Contreplaqué (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614030
614.031;Coudes (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614031
614.032;Coupe boulons (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614032
614.033;Coupe carreaux (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614033
614.034;Cuivre nu (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614034
614.035;Cutteur (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614035
614.036;Cylindre simple (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614036
614.037;Déboucheur (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614037
614.038;Décamètre (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614038
614.039;Diluant cellulosique (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614039
614.040;Disque à tronçonner (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614040
614.041;Echelle centaure (coulissante, simple, transformable) (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614041
614.042;Embout à chaud (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614042
614.043;Equerre métallique (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614043
614.044;Escabeau ménager centaure (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614044
614.046;Extincteur (pour bureau);ARTICLE;614;614;CHARGES D?ENTRETIEN ET DE MAINTENANCE;CONSOMMABLE;STOCKS ET CONSOMMABLES;STOCKS;stock;614046
